left_ob_id,right_ob_id,older_ob_id,younger_ob_id,older_activate_idx,younger_activate_idx,overlap_side_relation,overlap_width_frac,age_difference_bars,strength_difference,same_side_overlap,younger_mostly_nested_in_older,similar_strength_flag,older_touched_before_younger,concurrent_live_bars,redundant_live_inventory,younger_redundant_to_older,older_should_probably_have_been_retired_or_downranked,older_terminal_state,younger_terminal_state,resolution_category
34,49,34,49,1446.0,1919.0,opposite-side,0.1787003610108189,473.0,0.2533929433875464,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
34,50,34,50,1446.0,1923.0,opposite-side,0.8910256410256647,477.0,0.016620701447297104,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
34,53,34,53,1446.0,2091.0,same-side,1.0,645.0,0.14771564488508637,1,1,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
34,54,34,54,1446.0,2222.0,opposite-side,1.0,776.0,0.07542613744626891,0,1,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
34,55,34,55,1446.0,2240.0,same-side,0.8061323032351277,794.0,0.025377606972107114,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
34,56,34,56,1446.0,2321.0,same-side,1.0,875.0,0.18398676478888898,1,1,0,1,0.0,0,0,0,invalidated,retired,older_invalidated
34,68,34,68,1446.0,2885.0,same-side,0.07006645478184025,1439.0,0.06064616587621097,1,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
34,151,34,151,1446.0,7507.0,opposite-side,0.12111720177503349,6061.0,0.10571898607954244,0,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
35,43,35,43,1486.0,1793.0,opposite-side,0.18950930626051574,307.0,0.18679289494444618,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
35,44,35,44,1486.0,1811.0,same-side,0.08413205537800246,325.0,0.23965099892936592,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
35,51,35,51,1486.0,1970.0,same-side,1.0,484.0,0.21120715915473542,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
35,99,35,99,1486.0,4811.0,opposite-side,0.2630428844578011,3325.0,0.329755597869664,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
35,100,35,100,1486.0,4820.0,same-side,1.0,3334.0,0.022133698098918075,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
35,153,35,153,1486.0,7691.0,opposite-side,0.7388691614313172,6205.0,0.20530990770633917,0,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
36,38,36,38,1512.0,1617.0,opposite-side,0.932145305003398,105.0,0.18504251173402503,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
36,79,36,79,1512.0,3564.0,opposite-side,1.0,2052.0,0.0988569404513151,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
36,105,36,105,1512.0,5013.0,same-side,0.47395476353666255,3501.0,0.09162415089056275,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
37,49,37,49,1569.0,1919.0,same-side,1.0,350.0,0.26664866460643594,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
37,55,37,55,1569.0,2240.0,opposite-side,0.3751458576429702,671.0,0.03863332819099663,0,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
37,68,37,68,1569.0,2885.0,opposite-side,1.0,1316.0,0.04739044465732145,0,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
38,39,38,39,1617.0,1633.0,same-side,0.4434146341463473,16.0,0.3527110833581932,1,0,0,1,80.0,1,0,0,retired,retired,older_retired
38,79,38,79,1617.0,3564.0,same-side,0.8890297303526183,1947.0,0.08618557128270993,1,0,1,1,0.0,0,0,0,retired,retired,older_retired
38,80,38,80,1617.0,3613.0,same-side,0.2038138199712783,1996.0,0.2357733818085445,1,0,0,1,0.0,0,0,0,retired,retired,older_retired
38,82,38,82,1617.0,3785.0,opposite-side,0.4698725376593268,2168.0,0.09857431003804668,0,0,1,1,0.0,0,0,0,retired,invalidated,older_retired
38,104,38,104,1617.0,5008.0,opposite-side,1.0,3391.0,0.22266516913451723,0,1,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
38,105,38,105,1617.0,5013.0,opposite-side,0.39725108950719623,3396.0,0.09341836084346228,0,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
39,80,39,80,1633.0,3613.0,same-side,0.7990243902438812,1980.0,0.11693770154964866,1,0,0,0,0.0,0,0,0,retired,retired,older_retired
39,82,39,82,1633.0,3785.0,opposite-side,1.0,2152.0,0.2541367733201465,0,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
39,104,39,104,1633.0,5008.0,opposite-side,0.6461377870563404,3375.0,0.13004591422367595,0,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
39,106,39,106,1633.0,5062.0,same-side,1.0,3429.0,0.2770710865606706,1,1,0,0,0.0,0,0,0,retired,invalidated,older_retired
39,146,39,146,1633.0,7170.0,opposite-side,1.0,5537.0,0.3344162327558791,0,1,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
40,77,40,77,1640.0,3421.0,same-side,0.8497509239916516,1781.0,0.0740872709232,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
40,78,40,78,1640.0,3477.0,same-side,0.9252948885976605,1837.0,0.11008056101633756,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
40,83,40,83,1640.0,3845.0,same-side,0.8423432278356328,2205.0,0.2518049376791802,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
40,95,40,95,1640.0,4532.0,opposite-side,0.27605579232854416,2892.0,0.01650961113527505,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
40,110,40,110,1640.0,5324.0,same-side,1.0,3684.0,0.05792976745108358,1,1,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
40,143,40,143,1640.0,7142.0,opposite-side,0.7437739463601377,5502.0,0.18614044445820765,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
41,85,41,85,1650.0,3855.0,same-side,0.7685232498722523,2205.0,0.0924850300790172,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
41,108,41,108,1650.0,5172.0,same-side,0.6060296371997929,3522.0,0.0332575394699407,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
41,122,41,122,1650.0,6094.0,same-side,0.6908533469596039,4444.0,0.3225077760864006,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
41,124,41,124,1650.0,6206.0,opposite-side,1.0,4556.0,0.04510230507591584,0,1,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
42,84,42,84,1729.0,3850.0,opposite-side,0.37190742218668865,2121.0,0.17095644837722523,0,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
42,93,42,93,1729.0,4371.0,same-side,0.7438441749356429,2642.0,0.015618093317066317,1,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
42,111,42,111,1729.0,5372.0,opposite-side,1.0,3643.0,0.33831158047595633,0,1,0,0,0.0,0,0,0,retired,invalidated,older_retired
42,115,42,115,1729.0,5436.0,same-side,0.6344908769864218,3707.0,0.33529944575903015,1,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
43,44,43,44,1793.0,1811.0,opposite-side,1.0,18.0,0.052858103984919746,0,1,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
43,51,43,51,1793.0,1970.0,opposite-side,0.7309644670050938,177.0,0.02441426421028925,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
43,99,43,99,1793.0,4811.0,same-side,1.0,3018.0,0.14296270292521784,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
43,100,43,100,1793.0,4820.0,opposite-side,1.0,3027.0,0.20892659304336425,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
43,153,43,153,1793.0,7691.0,same-side,1.0,5898.0,0.018517012761892993,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
44,51,44,51,1811.0,1970.0,same-side,1.0,159.0,0.028443839774630497,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
44,99,44,99,1811.0,4811.0,opposite-side,1.0,3000.0,0.0901045989402981,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
44,100,44,100,1811.0,4820.0,same-side,1.0,3009.0,0.261784697028284,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
44,153,44,153,1811.0,7691.0,opposite-side,1.0,5880.0,0.034341091223026754,0,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
45,68,45,68,1860.0,2885.0,same-side,1.0,1025.0,0.10567364028350756,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
45,76,45,76,1860.0,3308.0,opposite-side,0.2800141242937368,1448.0,0.06649744959147963,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
46,76,46,76,1868.0,3308.0,opposite-side,0.3365744203440056,1440.0,0.17306268661124624,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
48,76,48,76,1911.0,3308.0,same-side,1.0,1397.0,0.25444277975038454,1,0,0,0,0.0,0,0,0,retired,retired,older_retired
49,53,49,53,1919.0,2091.0,opposite-side,0.3554317548747195,172.0,0.10567729850246005,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
49,55,49,55,1919.0,2240.0,opposite-side,0.38576585869005525,321.0,0.2280153364154393,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
49,68,49,68,1919.0,2885.0,opposite-side,0.9463641052088512,966.0,0.3140391092637574,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
50,54,50,54,1923.0,2222.0,same-side,0.5827991452991023,299.0,0.09204683889356602,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
50,56,50,56,1923.0,2321.0,opposite-side,0.9354110207768596,398.0,0.16736606334159188,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
50,98,50,98,1923.0,4780.0,same-side,0.09989316239317099,2857.0,0.22233268662953487,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
50,151,50,151,1923.0,7507.0,same-side,0.23290598290600717,5584.0,0.12233968752683955,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
51,99,51,99,1970.0,4811.0,opposite-side,0.5970188980569946,2841.0,0.1185484387149286,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
51,100,51,100,1970.0,4820.0,same-side,0.6948965854852621,2850.0,0.2333408572536535,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
51,150,51,150,1970.0,7488.0,opposite-side,0.5570934256055108,5518.0,0.1975834971282523,0,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
51,153,51,153,1970.0,7691.0,opposite-side,0.8577270770555667,5721.0,0.005897251448396257,0,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
52,98,52,98,2060.0,4780.0,opposite-side,0.9206581352833316,2720.0,0.3249150648513497,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
52,148,52,148,2060.0,7293.0,same-side,1.0,5233.0,0.144898747661798,1,1,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
52,149,52,149,2060.0,7421.0,opposite-side,1.0,5361.0,0.0070713672907884995,0,1,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
52,150,52,150,2060.0,7488.0,same-side,0.06487889273359983,5428.0,0.030521301822197477,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
52,151,52,151,2060.0,7507.0,opposite-side,0.10639853747720432,5447.0,0.01975730930502473,0,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
53,54,53,54,2091.0,2222.0,opposite-side,0.26239554317547886,131.0,0.2231417823313553,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
53,55,53,55,2091.0,2240.0,same-side,1.0,149.0,0.12233803791297926,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
53,68,53,68,2091.0,2885.0,same-side,0.23955431754877227,794.0,0.20836181076129734,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
54,55,54,55,2222.0,2240.0,opposite-side,0.47320135200386565,18.0,0.10080374441837603,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
54,56,54,56,2222.0,2321.0,opposite-side,1.0,99.0,0.2594129022351579,0,1,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
55,68,55,68,2240.0,2885.0,same-side,0.31096088845968,645.0,0.08602377284831808,1,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
57,97,57,97,2431.0,4729.0,opposite-side,1.0,2298.0,0.007172788248978157,0,0,1,0,0.0,0,0,0,retired,retired,older_retired
58,65,58,65,2435.0,2752.0,same-side,0.8364595545134748,317.0,0.21705233963721382,1,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
58,66,58,66,2435.0,2760.0,same-side,0.8813495072024701,325.0,0.24282876765568817,1,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
59,72,59,72,2459.0,3209.0,same-side,0.6008531383302663,750.0,0.18266961279578042,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
61,62,61,62,2531.0,2536.0,same-side,1.0,5.0,0.0797371447726467,1,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
64,65,64,65,2709.0,2752.0,opposite-side,0.014067995310602918,43.0,0.27162149742702135,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
64,66,64,66,2709.0,2760.0,opposite-side,1.0,51.0,0.2973979254454957,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
64,74,64,74,2709.0,3292.0,same-side,0.3234899328858845,583.0,0.29006744126927486,1,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
65,66,65,66,2752.0,2760.0,same-side,1.0,8.0,0.02577642801847435,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
66,74,66,74,2760.0,3292.0,opposite-side,1.0,532.0,0.007330484176220842,0,1,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
67,69,67,69,2785.0,2909.0,opposite-side,0.8909512761021332,124.0,0.1326736146739792,0,0,0,1,0.0,0,0,0,retired,retired,older_retired
68,76,68,76,2885.0,3308.0,opposite-side,0.13523724858316463,423.0,0.039176190692027935,0,0,1,0,0.0,0,0,0,retired,retired,older_retired
77,78,77,78,3421.0,3477.0,same-side,0.7502340385695827,56.0,0.035993290093137564,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
77,83,77,83,3421.0,3845.0,same-side,1.0,424.0,0.17771766675598022,1,1,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
77,95,77,95,3421.0,4532.0,opposite-side,0.7820612165827213,1111.0,0.09059688205847505,0,0,1,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
77,110,77,110,3421.0,5324.0,same-side,0.9764629669617962,1903.0,0.01615750347211642,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
77,125,77,125,3421.0,6216.0,opposite-side,0.46477900552483337,2795.0,0.13501657937877787,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
77,143,77,143,3421.0,7142.0,opposite-side,0.29597701149430483,3721.0,0.11205317353500766,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
78,83,78,83,3477.0,3845.0,same-side,0.590524867308809,368.0,0.14172437666284265,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
78,95,78,95,3477.0,4532.0,opposite-side,0.027896164277412726,1055.0,0.1265901721516126,0,0,0,1,0.0,0,0,0,invalidated,retired,older_invalidated
78,110,78,110,3477.0,5324.0,same-side,0.8887929172964607,1847.0,0.05215079356525398,1,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
78,143,78,143,3477.0,7142.0,opposite-side,0.9348659003830546,3665.0,0.07605988344187009,0,0,1,1,0.0,0,0,0,invalidated,retired,older_invalidated
79,82,79,82,3564.0,3785.0,opposite-side,0.25639548283013813,221.0,0.012388738755336748,0,0,1,1,0.0,0,0,0,retired,invalidated,older_retired
79,105,79,105,3564.0,5013.0,opposite-side,0.7200804559168451,1449.0,0.007232789560752351,0,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
80,82,80,82,3613.0,3785.0,opposite-side,1.0,172.0,0.13719907177049784,0,0,0,1,0.0,0,0,0,retired,invalidated,older_retired
80,101,80,101,3613.0,4894.0,same-side,0.18229439497121572,1281.0,0.07288465445092651,1,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
80,104,80,104,3613.0,5008.0,opposite-side,0.2160751565761749,1395.0,0.013108212674027286,0,0,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
80,106,80,106,3613.0,5062.0,same-side,1.0,1449.0,0.16013338501102192,1,1,0,1,0.0,0,0,0,retired,invalidated,older_retired
80,146,80,146,3613.0,7170.0,opposite-side,1.0,3557.0,0.21747853120623045,0,1,0,1,0.0,0,0,0,retired,mitigated_full,older_retired
81,103,81,103,3656.0,4960.0,same-side,1.0,1304.0,0.05212084022760788,1,1,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
81,117,81,117,3656.0,5521.0,opposite-side,1.0,1865.0,0.09772326518445251,0,1,1,1,0.0,0,0,0,retired,mitigated_full,older_retired
81,145,81,145,3656.0,7166.0,opposite-side,1.0,3510.0,0.17939004359578137,0,1,0,1,0.0,0,0,0,retired,retired,older_retired
81,155,81,155,3656.0,7799.0,same-side,1.0,4143.0,0.03794986735488437,1,1,1,1,0.0,0,0,0,retired,invalidated,older_retired
82,101,82,101,3785.0,4894.0,opposite-side,0.856993190151907,1109.0,0.06431441731957133,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
82,102,82,102,3785.0,4947.0,same-side,0.157526254375724,1162.0,0.1499212124145477,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
82,104,82,104,3785.0,5008.0,same-side,1.0,1223.0,0.12409085909647055,1,1,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
82,106,82,106,3785.0,5062.0,opposite-side,1.0,1277.0,0.022934313240524085,0,1,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
82,109,82,109,3785.0,5313.0,opposite-side,0.4314516129032397,1528.0,0.13886198167155583,0,0,0,1,0.0,0,0,0,invalidated,retired,older_invalidated
82,146,82,146,3785.0,7170.0,same-side,1.0,3385.0,0.08027945943573261,1,1,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
83,95,83,95,3845.0,4532.0,opposite-side,0.43778258305486417,687.0,0.26831454881445527,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
83,110,83,110,3845.0,5324.0,same-side,0.7598790757935523,1479.0,0.19387517022809664,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
84,93,84,93,3850.0,4371.0,opposite-side,0.6556264964085773,521.0,0.15533835506015892,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
84,95,84,95,3850.0,4532.0,opposite-side,0.13088587390263093,682.0,0.10787234075822338,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
84,111,84,111,3850.0,5372.0,same-side,0.6830427892233686,1522.0,0.1673551320987311,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
84,115,84,115,3850.0,5436.0,opposite-side,0.9140670982930079,1586.0,0.1643429973818049,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
85,94,85,94,3855.0,4482.0,same-side,0.5733376792698904,627.0,0.1481462104629664,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
85,108,85,108,3855.0,5172.0,same-side,1.0,1317.0,0.059227490609076505,1,1,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
85,114,85,114,3855.0,5424.0,opposite-side,1.0,1569.0,0.013325502793890776,0,1,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
85,122,85,122,3855.0,6094.0,same-side,0.9658503707032031,2239.0,0.23002274600738337,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
85,124,85,124,3855.0,6206.0,opposite-side,1.0,2351.0,0.04738272500310137,0,1,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
86,112,86,112,3870.0,5403.0,same-side,0.13973799126637382,1533.0,0.050812897651077105,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
86,113,86,113,3870.0,5418.0,opposite-side,0.6403762662807524,1548.0,0.10623760994684806,0,0,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
86,119,86,119,3870.0,5733.0,same-side,0.011945392491418579,1863.0,0.00304766055623118,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
86,127,86,127,3870.0,6295.0,same-side,1.0,2425.0,0.16767794202750486,1,1,0,1,0.0,0,0,0,mitigated_full,retired,older_full_mitigated
86,157,86,157,3870.0,7898.0,same-side,0.5662983425414168,4028.0,0.07556047913377995,1,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
86,171,86,171,3870.0,8343.0,opposite-side,0.36569579288018367,4473.0,0.12352742002291273,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
86,172,86,172,3870.0,8455.0,same-side,1.0,4585.0,0.27092061717115457,1,1,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
86,174,86,174,3870.0,8479.0,opposite-side,0.07744107744105448,4609.0,0.2349827403805509,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
87,113,87,113,3894.0,5418.0,same-side,0.17438494934876114,1524.0,0.13781192843946422,1,0,0,1,0.0,0,0,0,invalidated,retired,older_invalidated
87,119,87,119,3894.0,5733.0,opposite-side,0.7259385665529254,1839.0,0.03462197904884734,0,0,1,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
87,142,87,142,3894.0,6923.0,opposite-side,0.615770821027711,3029.0,0.13001617508087082,0,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
87,167,87,167,3894.0,8266.0,same-side,0.0708860759492771,4372.0,0.14223116031731092,1,0,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
87,168,87,168,3894.0,8303.0,opposite-side,0.24202898550710597,4409.0,0.06808806034122217,0,0,1,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
87,171,87,171,3894.0,8343.0,same-side,0.13721682847897107,4449.0,0.1551017385155289,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
87,174,87,174,3894.0,8479.0,same-side,0.6874808692990689,4585.0,0.26655705887316705,1,0,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
88,121,88,121,4055.0,5863.0,opposite-side,0.9290161892901446,1808.0,0.24571110503506277,0,0,0,0,0.0,0,0,0,retired,retired,older_retired
88,134,88,134,4055.0,6582.0,same-side,0.5431585677749705,2527.0,0.14824887156798316,1,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
88,135,88,135,4055.0,6632.0,opposite-side,0.659846547314618,2577.0,0.18000691079477815,0,0,0,0,0.0,0,0,0,retired,invalidated,older_retired
88,141,88,141,4055.0,6873.0,same-side,0.7973664959765872,2818.0,0.10948219043419838,1,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
90,130,90,130,4205.0,6470.0,same-side,0.6385591485877838,2265.0,0.35707433489218177,1,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
90,132,90,132,4205.0,6496.0,opposite-side,1.0,2291.0,0.143867042086958,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
90,136,90,136,4205.0,6660.0,opposite-side,0.33483422022103526,2455.0,0.21865694924642953,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
90,160,90,160,4205.0,8096.0,opposite-side,0.9228171731789316,3891.0,0.3474023210769607,0,0,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
90,175,90,175,4205.0,8558.0,opposite-side,0.6210317460317275,4353.0,0.19517004043362585,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
91,137,91,137,4248.0,6670.0,opposite-side,0.051227321237994894,2422.0,0.04905745189259225,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
92,158,92,158,4359.0,8015.0,opposite-side,0.7713068181818811,3656.0,0.03290323698533715,0,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
93,111,93,111,4371.0,5372.0,opposite-side,1.0,1001.0,0.32269348715889,0,1,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
93,115,93,115,4371.0,5436.0,same-side,1.0,1065.0,0.31968135244196383,1,1,0,1,0.0,0,0,0,invalidated,mitigated_full,older_invalidated
94,108,94,108,4482.0,5172.0,same-side,0.4693611473272693,690.0,0.2073737010720429,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
94,114,94,114,4482.0,5424.0,opposite-side,0.5470610833653256,942.0,0.16147171325685716,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
94,122,94,122,4482.0,6094.0,same-side,0.6854628422425283,1612.0,0.08187653554441698,1,0,1,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
95,110,95,110,4532.0,5324.0,opposite-side,0.14230187864394156,792.0,0.07443937858635863,0,0,1,0,0.0,0,0,0,retired,invalidated,older_retired
95,125,95,125,4532.0,6216.0,same-side,1.0,1684.0,0.22561346143725292,1,1,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
96,118,96,118,4580.0,5553.0,same-side,0.1150828247602932,973.0,0.3454350128854081,1,0,0,0,0.0,0,0,0,retired,mitigated_full,older_retired
96,147,96,147,4580.0,7283.0,same-side,0.22095150960657114,2703.0,0.07853258366792826,1,0,1,0,0.0,0,0,0,retired,mitigated_full,older_retired
98,148,98,148,4780.0,7293.0,opposite-side,1.0,2513.0,0.1800163171895517,0,1,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
98,149,98,149,4780.0,7421.0,same-side,1.0,2641.0,0.3319864321421382,1,1,0,1,0.0,0,0,0,mitigated_full,mitigated_full,older_full_mitigated
98,151,98,151,4780.0,7507.0,same-side,0.8700078308535552,2727.0,0.3446723741563744,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
99,100,99,100,4811.0,4820.0,opposite-side,1.0,9.0,0.3518892959685821,0,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
99,153,99,153,4811.0,7691.0,same-side,0.7729571466595551,2880.0,0.12444569016332485,1,0,0,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
100,153,100,153,4820.0,7691.0,opposite-side,1.0,2871.0,0.22744360580525724,0,1,0,1,0.0,0,0,0,invalidated,invalidated,older_invalidated
101,102,101,102,4894.0,4947.0,opposite-side,0.7946324387398637,53.0,0.08560679509497637,0,0,1,1,0.0,0,0,0,mitigated_full,invalidated,older_full_mitigated
